Time (s),Binding (nm)
0.0,0.0
0.2,0.0024228
0.4,0.0013337
0.6,0.0050098
0.8,0.0051828
1.0,0.0060508
1.2,0.0058662
1.4,0.0059955
1.6,0.0056467
1.8,0.0059529
2.0,0.0059858
2.2,0.0074727
2.4,0.0080458
2.6,0.0083349
2.8,0.0087982
3.0,0.0087591
3.2,0.0083893
3.4,0.0084968
3.6,0.0091272
3.8,0.0086827
4.0,0.0101394
4.2,0.0098317
4.4,0.0103182
4.6,0.0103733
4.8,0.010934
5.0,0.0111012
5.2,0.011401
5.4,0.0106824
5.6,0.0118765
5.8,0.0113138
6.0,0.0109385
6.2,0.0119084
6.4,0.0125061
6.6,0.0110921
6.8,0.0115307
7.0,0.0118544
7.2,0.0112702
7.4,0.0123928
7.6,0.0127281
7.8,0.0131246
8.0,0.0129341
8.2,0.0131536
8.4,0.0135018
8.6,0.0133439
8.8,0.0132607
9.0,0.0135683
9.2,0.0150742
9.4,0.0143825
9.6,0.0147331
9.8,0.0152746
10.0,0.0154894
10.2,0.014712
10.4,0.0144162
10.6,0.0148252
10.8,0.0143694
11.0,0.0147265
11.2,0.013704
11.4,0.0146837
11.6,0.0145179
11.8,0.0149335
12.0,0.0144226
12.2,0.0158967
12.4,0.0159452
12.6,0.0158245
12.8,0.0153185
13.0,0.0157527
13.2,0.0157275
13.4,0.0160968
13.6,0.017269
13.8,0.0175084
14.0,0.0175816
14.2,0.0171205
14.4,0.0173041
14.6,0.0169253
14.8,0.0176788
15.0,0.018046
15.2,0.0181914
15.4,0.018284
15.6,0.0178224
15.8,0.0178373
16.0,0.0178952
16.2,0.0183442
16.4,0.0186503
16.6,0.0192272
16.8,0.0199717
17.0,0.0189251
17.2,0.0188423
17.4,0.0185311
17.6,0.0176563
17.8,0.0167118
18.0,0.0177668
18.2,0.0186119
18.4,0.0180827
18.6,0.0194325
18.8,0.0199908
19.0,0.0203712
19.2,0.0195882
19.4,0.0202122
19.6,0.0201833
19.8,0.020103
20.0,0.0195223
20.2,0.0201321
20.4,0.0196735
20.6,0.0204418
20.8,0.0207703
21.0,0.0204689
21.2,0.0204038
21.4,0.0207073
21.6,0.0201024
21.8,0.0198789
22.0,0.0211353
22.2,0.0203685
22.4,0.0201306
22.6,0.0195437
22.8,0.019853
23.0,0.0200017
23.2,0.0206755
23.4,0.0205979
23.6,0.0211878
23.8,0.0209046
24.0,0.0204124
24.2,0.0203647
24.4,0.022333
24.6,0.0230093
24.8,0.022507
25.0,0.02233
25.2,0.0212533
25.4,0.0208669
25.6,0.0212759
25.8,0.0215724
26.0,0.0224381
26.2,0.023239
26.4,0.0214803
26.6,0.0203517
26.8,0.0203942
27.0,0.0198383
27.2,0.0199314
27.4,0.0206719
27.6,0.0208594
27.8,0.0218848
28.0,0.0225475
28.2,0.022861
28.4,0.0237429
28.6,0.023693
28.8,0.0228621
29.0,0.0223779
29.2,0.0229511
29.4,0.022781
29.6,0.0232979
29.8,0.0236912
30.0,0.0248744
30.2,0.0248433
30.4,0.0237973
30.6,0.0233166
30.8,0.023532
31.0,0.0209433
31.2,0.0206366
31.4,0.0213497
31.6,0.021265
31.8,0.0215666
32.0,0.0239189
32.2,0.0229812
32.4,0.02375
32.6,0.0244053
32.8,0.0234007
33.0,0.0225204
33.2,0.0234251
33.4,0.0227393
33.6,0.022876
33.8,0.0236558
34.0,0.0239806
34.2,0.0240336
34.4,0.0247674
34.6,0.0240976
34.8,0.0239928
35.0,0.0237756
35.2,0.0246606
35.4,0.0241629
35.6,0.0243316
35.8,0.0242122
36.0,0.0236424
36.2,0.0229221
36.4,0.023195
36.6,0.0240094
36.8,0.0235848
37.0,0.0244119
37.2,0.0249678
37.4,0.0251111
37.6,0.0239844
37.8,0.0247637
38.0,0.0250261
38.2,0.0251852
38.4,0.0247268
38.6,0.0253376
38.8,0.025377
39.0,0.0251932
39.2,0.0254668
39.4,0.025775
39.6,0.0267298
39.8,0.0260353
40.0,0.0266923
40.2,0.0264013
40.4,0.0263744
40.6,0.0264372
40.8,0.0278178
41.0,0.0269733
41.2,0.0266365
41.4,0.0275573
41.6,0.026777
41.8,0.0269691
42.0,0.0276626
42.2,0.0283879
42.4,0.028207
42.6,0.0284275
42.8,0.0279929
43.0,0.0278022
43.2,0.0271071
43.4,0.026514
43.6,0.0273627
43.8,0.0274003
44.0,0.027573
44.2,0.027686
44.4,0.0283962
44.6,0.0265513
44.8,0.0260943
45.0,0.026083
45.2,0.0261032
45.4,0.0247379
45.6,0.0253237
45.8,0.0255726
46.0,0.0265908
46.2,0.0269929
46.4,0.0277166
46.6,0.0288609
46.8,0.0299139
47.0,0.0288519
47.2,0.029078
47.4,0.0291314
47.6,0.0276432
47.8,0.0263415
48.0,0.026544
48.2,0.0253132
48.4,0.0255966
48.6,0.0262605
48.8,0.0263838
49.0,0.0265203
49.2,0.0275007
49.4,0.0272932
49.6,0.0265115
49.8,0.0272741
50.0,0.0268834
