Time (s),Binding (nm)
0.0,0.020945
0.2,0.020945
0.4,0.020945
0.6,0.020945
0.8,0.020945
1.0,0.018888
1.2,0.0182
1.4,0.018603
1.6,0.019084
1.8,0.019208
2.0,0.019438
2.2,0.019376
2.4,0.01797
2.6,0.017643
2.8,0.017009
3.0,0.017544
3.2,0.017701
3.4,0.018213
3.6,0.018149
3.8,0.018248
4.0,0.01665
4.2,0.015581
4.4,0.015259
4.6,0.014306
4.8,0.015485
5.0,0.016015
5.2,0.016565
5.4,0.016638
5.6,0.016909
5.8,0.014878
6.0,0.014465
6.2,0.014347
6.4,0.014331
6.6,0.014441
6.8,0.015422
7.0,0.015306
7.2,0.016109
7.4,0.014823
7.6,0.014276
7.8,0.014624
8.0,0.01528
8.2,0.013171
8.4,0.01375
8.6,0.014106
8.8,0.013336
9.0,0.012228
9.2,0.013445
9.4,0.013165
9.6,0.012131
9.8,0.012541
10.0,0.013694
10.2,0.0136
10.4,0.013612
10.6,0.015284
10.8,0.013822
11.0,0.014215
11.2,0.014527
11.4,0.014073
11.6,0.01351
11.8,0.015505
12.0,0.013981
12.2,0.012905
12.4,0.014068
12.6,0.014061
12.8,0.012773
13.0,0.013666
13.2,0.014704
13.4,0.013482
13.6,0.013722
13.8,0.014474
14.0,0.013992
14.2,0.012951
14.4,0.014174
14.6,0.014079
14.8,0.01285
15.0,0.011624
15.2,0.011815
15.4,0.011822
15.6,0.011272
15.8,0.012425
16.0,0.013745
16.2,0.013943
16.4,0.012748
16.6,0.011992
16.8,0.010949
17.0,0.010306
17.2,0.010655
17.4,0.010786
17.6,0.011944
17.8,0.012625
18.0,0.01414
18.2,0.013114
18.4,0.013054
18.6,0.012488
18.8,0.011873
19.0,0.011315
19.2,0.010704
19.4,0.01047
19.6,0.010965
19.8,0.010919
20.0,0.010263
20.2,0.010903
20.4,0.010505
20.6,0.009934
20.8,0.009554
21.0,0.009751
21.2,0.009564
21.4,0.010471
21.6,0.010587
21.8,0.011678
22.0,0.011532
22.2,0.011485
22.4,0.010697
22.6,0.009845
22.8,0.009181
23.0,0.008624
23.2,0.009036
23.4,0.010019
23.6,0.011443
23.8,0.011876
24.0,0.010993
24.2,0.011814
24.4,0.010749
24.6,0.009909
24.8,0.009689
25.0,0.010909
25.2,0.009053
25.4,0.009
25.6,0.008205
25.8,0.00772
26.0,0.00734
26.2,0.008345
26.4,0.008066
26.6,0.008184
26.8,0.009304
27.0,0.009561
27.2,0.009417
27.4,0.010819
27.6,0.011343
27.8,0.01054
28.0,0.009946
28.2,0.00931
28.4,0.009132
28.6,0.008532
28.8,0.007751
29.0,0.008868
29.2,0.009471
29.4,0.008701
29.6,0.008627
29.8,0.009263
30.0,0.00809
30.2,0.008257
30.4,0.009093
30.6,0.009793
30.8,0.008982
31.0,0.009968
31.2,0.008974
31.4,0.0085
31.6,0.008316
31.8,0.009285
32.0,0.008614
32.2,0.009731
32.4,0.009347
32.6,0.0094
32.8,0.009093
33.0,0.008747
33.2,0.007109
33.4,0.006958
33.6,0.006939
33.8,0.006991
34.0,0.007559
34.2,0.008299
34.4,0.008082
34.6,0.008481
34.8,0.008399
35.0,0.008644
35.2,0.008766
35.4,0.009388
35.6,0.008581
35.8,0.009048
36.0,0.008472
36.2,0.008184
36.4,0.008195
36.6,0.008763
36.8,0.007862
37.0,0.008251
37.2,0.008752
37.4,0.009134
37.6,0.008546
37.8,0.009139
38.0,0.009225
38.2,0.009893
38.4,0.009571
38.6,0.0099
38.8,0.009982
39.0,0.009597
39.2,0.009986
39.4,0.010079
39.6,0.010885
