Time (s),Binding (nm)
0.0,0.1040058
0.2,0.1052662
0.4,0.1034188
0.6,0.1068177
0.8,0.1061295
1.0,0.1076174
1.2,0.1073024
1.4,0.1075516
1.6,0.1072492
1.8,0.1081348
2.0,0.1070838
2.2,0.1082075
2.4,0.1088762
2.6,0.1090978
2.8,0.1090145
3.0,0.1096906
3.2,0.1094187
3.4,0.1083096
3.6,0.108017
3.8,0.1075516
4.0,0.107228
4.2,0.1064107
4.4,0.1073883
4.6,0.1069268
4.8,0.106989
5.0,0.1072188
5.2,0.107989
5.4,0.108194
5.6,0.1081746
5.8,0.1077962
6.0,0.1074259
6.2,0.1072687
6.4,0.1074308
6.6,0.1080033
6.8,0.1071913
7.0,0.1074114
7.2,0.1078514
7.4,0.1065979
7.6,0.1064699
7.8,0.1078026
8.0,0.1070784
8.2,0.1070757
8.4,0.1079192
8.6,0.1072723
8.8,0.1071956
9.0,0.108038
9.2,0.1082121
9.4,0.1086501
9.6,0.1087823
9.8,0.1076905
10.0,0.1077769
10.2,0.1066071
10.4,0.1063359
10.6,0.1074764
10.8,0.107423
11.0,0.1071141
11.2,0.10724
11.4,0.1070604
11.6,0.1066792
11.8,0.1083893
12.0,0.1077386
12.2,0.1086488
12.4,0.1081069
12.6,0.1084411
12.8,0.107333
13.0,0.1084024
13.2,0.1078907
13.4,0.1081227
13.6,0.1076695
13.8,0.1083618
14.0,0.1075319
14.2,0.1080546
14.4,0.1077951
14.6,0.107672
14.8,0.1073346
15.0,0.1075633
15.2,0.1077598
15.4,0.1084103
15.6,0.1085444
15.8,0.1082536
16.0,0.1081878
16.2,0.1080454
16.4,0.107548
16.6,0.1076916
16.8,0.1076165
17.0,0.1081556
17.2,0.1081506
17.4,0.1091098
17.6,0.1088425
17.8,0.1088388
18.0,0.1089463
18.2,0.1080306
18.4,0.1079424
18.6,0.1083292
18.8,0.1088527
19.0,0.1085933
19.2,0.1093098
19.4,0.1090095
19.6,0.1085995
19.8,0.1077293
20.0,0.1080341
20.2,0.1075902
20.4,0.1070468
20.6,0.1071154
20.8,0.1075495
21.0,0.106636
21.2,0.1066869
21.4,0.1069273
21.6,0.1065437
21.8,0.1069659
22.0,0.1076766
22.2,0.1088787
22.4,0.1089843
22.6,0.1087975
22.8,0.1078304
23.0,0.1076636
23.2,0.1063795
23.4,0.1068002
23.6,0.1066353
23.8,0.1070754
24.0,0.1072567
24.2,0.1074083
24.4,0.1072233
24.6,0.1085254
24.8,0.1098718
25.0,0.1095421
25.2,0.1088561
25.4,0.109412
25.6,0.1077917
25.8,0.1068168
26.0,0.1056583
26.2,0.107315
26.4,0.1066672
26.6,0.1072676
26.8,0.1066628
27.0,0.1083307
27.2,0.1070907
27.4,0.1072103
27.6,0.1079939
27.8,0.1084188
28.0,0.107773
28.2,0.1087444
28.4,0.1088279
28.6,0.1085838
28.8,0.1091987
29.0,0.1099705
29.2,0.1088215
29.4,0.1078343
29.6,0.1076667
29.8,0.107311
30.0,0.1066888
30.2,0.1069752
30.4,0.1085311
30.6,0.1084268
30.8,0.1083348
31.0,0.1094901
31.2,0.1097728
31.4,0.1088721
31.6,0.108203
31.8,0.1073545
32.0,0.1059395
32.2,0.1060458
32.4,0.1060918
32.6,0.1067588
32.8,0.1075717
33.0,0.1086312
33.2,0.1084798
33.4,0.1082745
33.6,0.1085373
33.8,0.1081614
34.0,0.1079221
34.2,0.1089351
34.4,0.1086328
34.6,0.1086776
34.8,0.1090765
35.0,0.1091535
35.2,0.1076267
