Filename,t1,t1_error,A,A_error,Fixed_y0,R_squared,Iterations,Time_min,Time_max
ZE15_1000_Cl_dis.csv,7.12690264615315e+17,-1.23456789e-300,0.0393884207012451,-1.23456789e-300,0,1.4873657860903224e-12,35.0,6.842105263157895,90.89473684210526
ZE15_250_Cl_dis.csv,90.9236932100145,13.9141927630663,0.00645323985247666,-1.23456789e-300,0,0.2164814262388958,6.0,0.0,30.0
ZE15_500_Cl_dis.csv,244.558510386447,4.66448057993504,0.0228165949581399,-1.23456789e-300,0,0.8679008238120759,7.0,2.1052631578947367,86.21052631578948
ZE16_1000_Cl_dis.csv,7647.0679573674,1178.42513470572,0.0232943354436137,-1.23456789e-300,0,0.08195698663481198,79.0,10.0,104.94736842105263
ZE16_250_Cl_dis.csv,3721.555862205,689.164526381998,0.0135487569561504,-1.23456789e-300,0,0.05827905972477055,43.0,9.473684210526315,104.94736842105263
ZE16_500_Cl_dis.csv,1750.27570806279,63.2991136019245,0.0254223999257024,589.475798901794,0,0.5634114931263695,24.0,0.0,119.0
ZE17_1000_Cl_dis.csv,1519.3974908304,45.2923176875973,0.0474646539913287,-1.23456789e-300,0,0.6561158816299527,6.0,0.5263157894736842,119.0
ZE17_250_Cl_dis.csv,1452.21741301934,71.9857385759705,0.0337468042817579,951.077195237638,0,0.43715954449078803,5.0,0.0,104.94736842105263
ZE17_500_Cl_dis.csv,1411.94049800194,49.3833574192792,0.0367475355935286,816.542941084586,0,0.6115375000076613,6.0,0.5263157894736842,104.94736842105263
ZE18_1000_Cl_dis.csv,377.544266435724,10.9477790877927,0.0383775201359981,1589.00208154646,0,0.8329347207628554,8.0,0.5263157894736842,48.73684210526316
ZE18_250_Cl_dis.csv,179.947489412709,6.15871985265795,0.0256780696224596,-1.23456789e-300,0,0.7789026301530949,5.0,0.0,48.73684210526316
ZE18_500_Cl_dis.csv,430.261498684677,13.1887669713061,0.0227052882957599,863.436342707772,0,0.7127213065221768,7.0,0.5263157894736842,86.21052631578948
ZE19_1000_Cl_dis.csv,283.178035846697,74.8340342819936,0.0145882964361906,-1.23456789e-300,0,0.08539177358430429,7.0,0.0,30.0
ZE19_250_Cl_dis.csv,94.1652958520629,5.45760002707936,0.0156996259167728,4440.03102242651,0,0.6681611185748036,8.0,0.5263157894736842,30.0
ZE19_500_Cl_dis.csv,38.0590283760517,1.04061361076735,0.0155462354122348,7899.41687757434,0,0.892049629925939,6.0,0.0,34.68421052631579
ZE20_1000_Cl_dis.csv,1149350435975430.0,-1.23456789e-300,0.214841935182883,-1.23456789e-300,0,1.7068568780587157e-12,43.0,4.7368421052631575,72.15789473684211
ZE20_250_Cl_dis.csv,847.938566323553,131.371770197346,0.0380455485546689,2071.68563479857,0,0.21845429925802673,22.0,0.0,30.0
ZE20_500_Cl_dis.csv,1.2746208845376602e+17,7.04096270797678e+27,0.116632873213292,7143.03847674868,0,1.0058620603103918e-13,48.0,4.2105263157894735,72.15789473684211
ZE21_1000_Cl_dis.csv,2113.1370573374,1291.9959096756,0.021295214966011,-1.23456789e-300,0,0.017587514608515594,12.0,0.0,30.0
ZE21_250_Cl_dis.csv,2185392492.86498,4907301324874180.0,0.0257315295454136,19204.8916220701,0,0.0,300.0,0.0,30.0
ZE21_500_Cl_dis.csv,3269359260559190.0,9.98797291280612e+23,0.0468803771522328,-1.23456789e-300,0,2.009503674571533e-14,47.0,6.842105263157895,76.84210526315789
ZE22_1000_Cl_dis.csv,114653249060726.0,2.59599557723135e+21,0.170187966867945,7401.11557015929,0,9.674483436583614e-13,46.0,1.0526315789473684,30.0
ZE22_250_Cl_dis.csv,1.6224836499943098e+16,-1.23456789e-300,0.056810202592894,1301.87737352578,0,2.3020474415602625e-12,37.0,6.315789473684211,44.05263157894737
ZE22_500_Cl_dis.csv,3.61820310700864e+16,6.67587641381264e+22,0.107625945726983,-1.23456789e-300,0,5.235589739527313e-12,32.0,4.2105263157894735,58.10526315789474
ZE23_1000_Cl_dis.csv,1837515886246170.0,-1.23456789e-300,0.140165014490566,5995.61846804639,0,4.806932629719541e-12,44.0,9.473684210526315,30.0
ZE23_250_Cl_dis.csv,65459757964.9717,9.40141811665791e+17,0.0605505429808104,1969.71491199289,0,0.0,130.0,0.0,30.0
ZE23_500_Cl_dis.csv,1.1200629372819699e+18,5.02455785416376e+27,0.0985106032284763,3132.00919357095,0,3.57824880836688e-13,52.0,10.0,30.0
ZE24_1000_Cl_dis.csv,591938455.667353,0.0,0.00994271276382772,-1.23456789e-300,0,0.0,400.0,0.0,30.0
ZE24_250_Cl_dis.csv,3.00665873288071e+16,1.5147436945702302e+25,0.0115291317309848,436.216505513489,0,4.440892098500627e-15,37.0,8.947368421052632,76.84210526315789
ZE24_500_Cl_dis.csv,0.318329279218937,4560643.34045482,0.00654737918841031,3298139205178.4,0,0.0,6.0,0.0,30.0
ZE25_1000_Cl_dis.csv,173631668751501.0,2.95491566965189e+24,0.0342203304382632,9307.14065544396,0,9.79660796929238e-13,35.0,10.0,30.0
ZE25_250_Cl_dis.csv,401.601850654961,50.9751006723073,0.0205064697216719,4156.07348238855,0,0.29251459823213605,7.0,0.0,30.0
ZE25_500_Cl_dis.csv,2164760969.5742,3163004801948190.0,0.0222356355796878,6735.77006199185,0,0.0,394.0,0.0,30.0
ZE26_1000_Cl_dis.csv,371.31460271512,35.8657505573171,0.0446281820253839,5413.36666401679,0,0.4213121947543437,7.0,0.5263157894736842,30.0
