Time (s),Binding (nm)
0.0,0.0
0.2,0.006713
0.4,0.008077
0.6,0.003386
0.8,0.004911
1.0,0.00477
1.2,0.004388
1.4,0.004605
1.6,0.004828
1.8,0.005601
2.0,0.00694
2.2,0.006483
2.4,0.006167
2.6,0.00763
2.8,0.008047
3.0,0.007986
3.2,0.009151
3.4,0.009235
3.6,0.008713
3.8,0.008849
4.0,0.007596
4.2,0.007269
4.4,0.006426
4.6,0.007603
4.8,0.005867
5.0,0.006997
5.2,0.007177
5.4,0.008615
5.6,0.008686
5.8,0.010343
6.0,0.009738
6.2,0.009842
6.4,0.009798
6.6,0.009043
6.8,0.009542
7.0,0.010162
7.2,0.010565
7.4,0.011624
7.6,0.01166
7.8,0.011818
8.0,0.012501
8.2,0.011412
8.4,0.010405
8.6,0.010928
8.8,0.010458
9.0,0.010694
9.2,0.011383
9.4,0.011202
9.6,0.011159
9.8,0.011512
10.0,0.011398
10.2,0.011722
10.4,0.012245
10.6,0.011558
10.8,0.010276
11.0,0.010873
11.2,0.009957
11.4,0.009672
11.6,0.010168
11.8,0.011207
12.0,0.01108
12.2,0.011865
12.4,0.012417
12.6,0.012064
12.8,0.012701
13.0,0.012515
13.2,0.012436
13.4,0.012463
13.6,0.013042
13.8,0.011214
14.0,0.010965
14.2,0.010964
14.4,0.010037
14.6,0.009648
14.8,0.011806
15.0,0.01098
15.2,0.012362
15.4,0.013052
15.6,0.01366
15.8,0.012501
16.0,0.012557
16.2,0.009863
16.4,0.009859
16.6,0.009195
16.8,0.009419
17.0,0.009845
17.2,0.011373
17.4,0.010929
17.6,0.012741
17.8,0.012786
18.0,0.013439
18.2,0.014337
18.4,0.014333
18.6,0.013378
18.8,0.01314
19.0,0.012703
19.2,0.011934
19.4,0.012324
19.6,0.011694
19.8,0.011736
20.0,0.011755
20.2,0.011563
20.4,0.011493
20.6,0.012094
20.8,0.012108
21.0,0.011619
21.2,0.011927
21.4,0.012004
21.6,0.012267
21.8,0.012585
22.0,0.01375
22.2,0.012943
22.4,0.013342
22.6,0.012329
22.8,0.012102
23.0,0.012007
23.2,0.013168
23.4,0.013891
23.6,0.014256
23.8,0.013653
24.0,0.01322
24.2,0.013064
24.4,0.012427
24.6,0.012302
24.8,0.013198
25.0,0.01355
25.2,0.013305
25.4,0.013072
25.6,0.013494
25.8,0.01306
26.0,0.012206
26.2,0.012043
26.4,0.011591
26.6,0.010883
26.8,0.011023
27.0,0.01216
27.2,0.012694
27.4,0.013504
27.6,0.014476
27.8,0.015206
28.0,0.014187
28.2,0.01389
28.4,0.013042
28.6,0.012978
28.8,0.012988
29.0,0.013523
29.2,0.013042
29.4,0.014203
29.6,0.014668
29.8,0.01497
