Time (s),Binding (nm)
0.0,0.032556
0.2,0.035246
0.4,0.031672
0.6,0.030904
0.8,0.030845
1.0,0.031445
1.2,0.030137
1.4,0.031054
1.6,0.031866
1.8,0.030793
2.0,0.02984
2.2,0.031216
2.4,0.02992
2.6,0.029314
2.8,0.029838
3.0,0.030165
3.2,0.029426
3.4,0.030444
3.6,0.031395
3.8,0.031302
4.0,0.030777
4.2,0.030542
4.4,0.029988
4.6,0.029427
4.8,0.029466
5.0,0.028428
5.2,0.029302
5.4,0.029353
5.6,0.028876
5.8,0.030606
6.0,0.03237
6.2,0.031362
6.4,0.030619
6.6,0.029911
6.8,0.028735
7.0,0.027816
7.2,0.028208
7.4,0.028481
7.6,0.02862
7.8,0.02848
8.0,0.028928
8.2,0.028129
8.4,0.028033
8.6,0.027582
8.8,0.027153
9.0,0.02575
9.2,0.025214
9.4,0.025894
9.6,0.02634
9.8,0.026088
10.0,0.027089
10.2,0.028105
10.4,0.028156
10.6,0.028731
10.8,0.028264
11.0,0.028102
11.2,0.027157
11.4,0.026233
11.6,0.026239
11.8,0.026967
12.0,0.026156
12.2,0.02717
12.4,0.027275
12.6,0.026066
12.8,0.026365
13.0,0.026747
13.2,0.026203
13.4,0.026314
13.6,0.0267
13.8,0.026049
14.0,0.026815
14.2,0.026164
14.4,0.026678
14.6,0.026729
14.8,0.026032
15.0,0.025254
15.2,0.026034
15.4,0.025936
15.6,0.026763
15.8,0.027709
16.0,0.027877
16.2,0.028065
16.4,0.027417
16.6,0.026871
16.8,0.026042
17.0,0.026172
17.2,0.025541
17.4,0.024875
17.6,0.023414
17.8,0.023127
18.0,0.023412
18.2,0.023614
18.4,0.024102
18.6,0.024929
18.8,0.025302
19.0,0.024785
19.2,0.025355
19.4,0.025436
19.6,0.02625
19.8,0.025895
20.0,0.026087
20.2,0.024587
20.4,0.024241
20.6,0.023013
20.8,0.023713
21.0,0.02284
21.2,0.02416
21.4,0.02485
21.6,0.024122
21.8,0.024825
22.0,0.02498
22.2,0.023515
22.4,0.023191
22.6,0.0243
22.8,0.023633
23.0,0.024459
23.2,0.024444
23.4,0.023776
23.6,0.023427
23.8,0.022983
24.0,0.023156
24.2,0.023313
24.4,0.024286
24.6,0.024854
24.8,0.026227
25.0,0.0258
25.2,0.02703
25.4,0.026878
25.6,0.027028
25.8,0.026282
26.0,0.026439
26.2,0.026044
26.4,0.025842
26.6,0.025543
26.8,0.024549
27.0,0.024774
27.2,0.024744
27.4,0.025139
27.6,0.025312
27.8,0.026092
28.0,0.025131
28.2,0.025097
28.4,0.02439
28.6,0.024753
28.8,0.024899
29.0,0.02484
29.2,0.024611
29.4,0.024895
29.6,0.023965
29.8,0.023577
30.0,0.024016
30.2,0.024746
30.4,0.02436
30.6,0.024725
30.8,0.024725
31.0,0.024969
31.2,0.023462
31.4,0.024172
31.6,0.023611
31.8,0.023726
32.0,0.023947
32.2,0.024042
32.4,0.023414
32.6,0.023813
32.8,0.024152
33.0,0.02298
33.2,0.023654
33.4,0.023737
33.6,0.023734
33.8,0.02426
34.0,0.024843
34.2,0.024947
34.4,0.025227
34.6,0.025056
34.8,0.023563
35.0,0.023262
35.2,0.022462
35.4,0.021394
35.6,0.022093
35.8,0.022647
36.0,0.022944
36.2,0.02341
36.4,0.024969
36.6,0.024847
36.8,0.024505
37.0,0.02429
37.2,0.025213
37.4,0.024868
37.6,0.024673
37.8,0.024939
38.0,0.026485
38.2,0.024854
38.4,0.024468
38.6,0.023913
38.8,0.023768
39.0,0.022769
39.2,0.023961
39.4,0.02347
39.6,0.023388
39.8,0.023211
40.0,0.023329
40.2,0.022925
40.4,0.023925
40.6,0.024622
40.8,0.025063
41.0,0.024917
41.2,0.024832
41.4,0.024945
41.6,0.024165
41.8,0.023714
42.0,0.022729
42.2,0.022578
42.4,0.021902
42.6,0.021745
42.8,0.021785
43.0,0.022703
43.2,0.023246
43.4,0.023705
43.6,0.024612
43.8,0.025508
44.0,0.024963
44.2,0.025085
44.4,0.025374
44.6,0.025236
44.8,0.024062
45.0,0.024815
45.2,0.02504
45.4,0.02425
45.6,0.024214
45.8,0.025001
46.0,0.02498
46.2,0.024685
46.4,0.025972
46.6,0.02549
46.8,0.025061
47.0,0.025056
47.2,0.024089
47.4,0.023223
47.6,0.023015
47.8,0.023225
48.0,0.02246
48.2,0.022914
48.4,0.022938
48.6,0.023263
48.8,0.02434
49.0,0.024906
49.2,0.024918
49.4,0.024583
49.6,0.02509
49.8,0.022984
50.0,0.023393
50.2,0.023514
50.4,0.024017
50.6,0.023887
50.8,0.024371
51.0,0.023991
51.2,0.023709
51.4,0.024515
51.6,0.023187
51.8,0.024033
52.0,0.023994
52.2,0.02491
52.4,0.02403
52.6,0.025169
52.8,0.024047
53.0,0.024185
53.2,0.023547
53.4,0.023367
53.6,0.023471
53.8,0.024949
54.0,0.025069
54.2,0.025011
54.4,0.024746
54.6,0.024861
54.8,0.024143
55.0,0.023786
55.2,0.024235
55.4,0.024767
55.6,0.023774
55.8,0.024001
56.0,0.023795
56.2,0.02389
56.4,0.02409
56.6,0.025244
56.8,0.02532
57.0,0.025173
57.2,0.024279
57.4,0.024056
57.6,0.023806
57.8,0.024039
58.0,0.024103
58.2,0.023365
58.4,0.02296
58.6,0.022208
58.8,0.02119
59.0,0.021221
59.2,0.023562
59.4,0.02333
59.6,0.024082
59.8,0.024697
60.0,0.024533
60.2,0.023216
60.4,0.023099
60.6,0.023073
60.8,0.022542
61.0,0.023047
61.2,0.023205
61.4,0.023948
61.6,0.023594
61.8,0.024698
62.0,0.024038
62.2,0.024688
62.4,0.024272
62.6,0.024365
62.8,0.024131
63.0,0.025817
63.2,0.025161
63.4,0.025194
63.6,0.025222
63.8,0.025154
64.0,0.024324
64.2,0.024159
64.4,0.024083
64.6,0.024644
64.8,0.023746
65.0,0.023114
65.2,0.023487
65.4,0.024066
65.6,0.023636
65.8,0.023946
66.0,0.024058
66.2,0.025005
66.4,0.023899
66.6,0.023632
66.8,0.024133
67.0,0.023766
67.2,0.023042
67.4,0.023666
67.6,0.024226
67.8,0.022764
68.0,0.023303
68.2,0.022953
68.4,0.023036
68.6,0.022938
68.8,0.023339
69.0,0.022826
69.2,0.022329
69.4,0.021974
69.6,0.02177
69.8,0.021803
70.0,0.023241
70.2,0.024126
70.4,0.024937
70.6,0.025425
70.8,0.026422
71.0,0.025292
71.2,0.024594
71.4,0.02401
71.6,0.024671
71.8,0.024927
72.0,0.025685
72.2,0.025485
72.4,0.025532
72.6,0.024649
72.8,0.024589
73.0,0.024735
73.2,0.025578
73.4,0.025746
73.6,0.025494
73.8,0.024758
74.0,0.024341
74.2,0.023485
74.4,0.023355
74.6,0.023559
74.8,0.023641
75.0,0.024663
75.2,0.026168
75.4,0.025365
75.6,0.026158
75.8,0.025429
76.0,0.02396
76.2,0.024121
76.4,0.025132
76.6,0.023814
76.8,0.024737
77.0,0.024931
77.2,0.023955
77.4,0.02338
77.6,0.02332
77.8,0.023262
78.0,0.022608
78.2,0.022249
78.4,0.023089
78.6,0.024307
78.8,0.024489
79.0,0.024086
79.2,0.025097
79.4,0.02363
79.6,0.023399
79.8,0.022888
80.0,0.02427
80.2,0.023081
80.4,0.024969
80.6,0.024274
80.8,0.024442
81.0,0.023858
81.2,0.02443
81.4,0.023752
81.6,0.024049
81.8,0.024953
82.0,0.024963
82.2,0.024673
82.4,0.023584
82.6,0.024556
82.8,0.023383
83.0,0.024853
83.2,0.02451
83.4,0.025225
83.6,0.023782
83.8,0.02416
84.0,0.023988
84.2,0.024384
84.4,0.023631
84.6,0.023601
84.8,0.023458
85.0,0.022926
85.2,0.023058
85.4,0.02373
85.6,0.024304
85.8,0.023597
86.0,0.023416
86.2,0.02255
86.4,0.023277
86.6,0.022878
86.8,0.022903
87.0,0.023076
87.2,0.023206
87.4,0.022127
87.6,0.02347
87.8,0.024863
88.0,0.025931
88.2,0.026439
88.4,0.026965
88.6,0.026429
88.8,0.025898
89.0,0.024472
89.2,0.024287
89.4,0.023467
89.6,0.023493
89.8,0.022893
90.0,0.022219
90.2,0.023422
90.4,0.025042
90.6,0.024243
90.8,0.025129
91.0,0.026283
91.2,0.02575
91.4,0.024496
91.6,0.024561
91.8,0.024152
92.0,0.023878
92.2,0.023377
92.4,0.024332
92.6,0.024372
92.8,0.025266
93.0,0.024925
93.2,0.025436
93.4,0.024168
93.6,0.024157
93.8,0.023242
94.0,0.022449
94.2,0.022263
94.4,0.023798
94.6,0.023639
94.8,0.024941
95.0,0.025354
95.2,0.025544
