Time (s),Binding (nm)
0.0,0.0478278
0.2,0.0461988
0.4,0.0449152
0.6,0.0445887
0.8,0.0448925
1.0,0.0449726
1.2,0.044624
1.4,0.045057
1.6,0.044937
1.8,0.0438409
2.0,0.0433835
2.2,0.0440395
2.4,0.0427981
2.6,0.0433942
2.8,0.0437027
3.0,0.0432568
3.2,0.0433714
3.4,0.0445214
3.6,0.0441661
3.8,0.0434641
4.0,0.0437934
4.2,0.0435309
4.4,0.0436422
4.6,0.0434191
4.8,0.0437126
5.0,0.0442958
5.2,0.0440825
5.4,0.043238
5.6,0.0440131
5.8,0.0438364
6.0,0.042851
6.2,0.0429768
6.4,0.0433443
6.6,0.0426378
6.8,0.0436553
7.0,0.0439001
7.2,0.0440261
7.4,0.0446302
7.6,0.0447059
7.8,0.0442936
8.0,0.0447006
8.2,0.0444105
8.4,0.0440888
8.6,0.0438122
8.8,0.0432164
9.0,0.0427329
9.2,0.0424561
9.4,0.0424265
9.6,0.0425676
9.8,0.0435834
10.0,0.044234
10.2,0.0445243
10.4,0.0442177
10.6,0.0442531
10.8,0.0426767
11.0,0.0425226
11.2,0.0424245
11.4,0.04171
11.6,0.0418629
11.8,0.0438425
12.0,0.0432215
12.2,0.0434716
12.4,0.0433014
12.6,0.0430875
12.8,0.0417627
13.0,0.0418869
13.2,0.0426111
13.4,0.0438034
13.6,0.0434561
13.8,0.043518
14.0,0.0435775
14.2,0.0432281
14.4,0.0430955
14.6,0.0442961
14.8,0.0439793
15.0,0.0440378
15.2,0.0435922
15.4,0.0434507
15.6,0.0427212
15.8,0.0432443
16.0,0.0440252
16.2,0.0444637
16.4,0.0442614
16.6,0.0446928
16.8,0.0440928
17.0,0.0428541
17.2,0.0434289
17.4,0.0431737
17.6,0.0437887
17.8,0.0449725
18.0,0.046184
18.2,0.0455057
18.4,0.0458423
18.6,0.0446524
18.8,0.0453346
19.0,0.044533
19.2,0.0447461
19.4,0.0447557
19.6,0.0443026
19.8,0.0437402
20.0,0.0435316
20.2,0.0433443
20.4,0.0439284
20.6,0.0434957
20.8,0.0430511
21.0,0.0436232
21.2,0.0438398
21.4,0.0431382
21.6,0.0443144
21.8,0.0438774
22.0,0.0440273
22.2,0.0438637
22.4,0.0451234
22.6,0.0449114
22.8,0.0460191
23.0,0.0452848
23.2,0.0448452
23.4,0.0448982
23.6,0.044253
23.8,0.0441565
24.0,0.0445244
24.2,0.0448792
24.4,0.043736
24.6,0.0442924
24.8,0.0438723
25.0,0.0437762
25.2,0.0444294
25.4,0.0447136
25.6,0.045197
25.8,0.0453092
26.0,0.0451673
26.2,0.0444026
26.4,0.0443845
26.6,0.0440363
26.8,0.0442994
27.0,0.0444338
27.2,0.044713
27.4,0.0451839
27.6,0.0449378
27.8,0.0443911
28.0,0.0448493
28.2,0.045583
28.4,0.0447462
28.6,0.0454943
28.8,0.0455139
29.0,0.0450429
29.2,0.0435726
29.4,0.0440938
29.6,0.0426363
29.8,0.0422236
30.0,0.0417311
30.2,0.0425725
30.4,0.0429935
30.6,0.0427415
30.8,0.0442184
31.0,0.0446813
31.2,0.044522
31.4,0.0440822
31.6,0.0446724
31.8,0.0437683
32.0,0.0427991
32.2,0.0429249
32.4,0.042444
32.6,0.0430597
32.8,0.043647
33.0,0.0443185
33.2,0.0444509
33.4,0.0448387
33.6,0.0448591
33.8,0.0445488
34.0,0.0450932
34.2,0.0440051
34.4,0.0430058
34.6,0.0428576
34.8,0.0430269
35.0,0.0438485
35.2,0.0457572
35.4,0.0472274
35.6,0.0465793
35.8,0.0464094
36.0,0.0457502
36.2,0.0434022
36.4,0.0428477
36.6,0.0444887
36.8,0.0446238
37.0,0.0450493
37.2,0.0473433
37.4,0.0474257
37.6,0.0468771
37.8,0.0471101
38.0,0.0477352
38.2,0.0467093
38.4,0.0468891
38.6,0.0460962
38.8,0.045827
39.0,0.0450927
39.2,0.0438226
39.4,0.0432445
39.6,0.0445514
39.8,0.0450754
40.0,0.0444172
40.2,0.0454327
40.4,0.0459842
40.6,0.0459565
40.8,0.0444284
41.0,0.045004
41.2,0.0453182
41.4,0.0451731
41.6,0.044132
41.8,0.0457611
42.0,0.04591
42.2,0.0466675
42.4,0.0472336
42.6,0.0471294
42.8,0.0460944
43.0,0.0457201
43.2,0.0458099
43.4,0.0452174
43.6,0.0460731
43.8,0.0460566
44.0,0.0461727
44.2,0.0449503
44.4,0.0450725
44.6,0.0446547
44.8,0.0440942
45.0,0.0439294
45.2,0.0449192
45.4,0.0455478
45.6,0.0455024
45.8,0.0468878
46.0,0.0465708
46.2,0.0465251
46.4,0.0457531
46.6,0.0462906
46.8,0.0458218
47.0,0.0460911
47.2,0.0463692
47.4,0.0463068
47.6,0.0466386
47.8,0.0465201
48.0,0.0469409
48.2,0.0462084
48.4,0.0469889
48.6,0.0465321
48.8,0.0476159
49.0,0.047723
49.2,0.0475803
49.4,0.0474888
49.6,0.0478638
49.8,0.0475342
50.0,0.0471433
50.2,0.0480946
50.4,0.048463
50.6,0.0480645
50.8,0.0477779
51.0,0.047896
51.2,0.0471498
51.4,0.0461368
51.6,0.0452295
51.8,0.0455261
52.0,0.0454335
52.2,0.0455904
52.4,0.0463141
52.6,0.0466222
52.8,0.0466027
53.0,0.0462709
53.2,0.0460204
53.4,0.0461509
53.6,0.0469929
53.8,0.0470463
54.0,0.0481018
