Time (s),Binding (nm)
0.0,0.0735922
0.2,0.0735922
0.4,0.0735922
0.6,0.0735922
0.8,0.0735922
1.0,0.0737598
1.2,0.0739624
1.4,0.0733869
1.6,0.0730892
1.8,0.0728577
2.0,0.0719455
2.2,0.0714825
2.4,0.0710935
2.6,0.0711145
2.8,0.0696505
3.0,0.0692025
3.2,0.0683675
3.4,0.0677515
3.6,0.0670495
3.8,0.0677075
4.0,0.0677685
4.2,0.0680085
4.4,0.0674405
4.6,0.0682895
4.8,0.0670915
5.0,0.0669885
5.2,0.0660705
5.4,0.0664915
5.6,0.0658745
5.8,0.0664675
6.0,0.0664865
6.2,0.0674135
6.4,0.0657995
6.6,0.0651195
6.8,0.0643655
7.0,0.0643765
7.2,0.0637365
7.4,0.0639005
7.6,0.0636245
7.8,0.0642845
8.0,0.0633705
8.2,0.0634385
8.4,0.0640225
8.6,0.0644555
8.8,0.0635535
9.0,0.0635565
9.2,0.0625865
9.4,0.0624415
9.6,0.0622705
9.8,0.0613845
10.0,0.0614985
10.2,0.0622705
10.4,0.0615185
10.6,0.0617135
10.8,0.0627105
11.0,0.0631345
11.2,0.0632095
11.4,0.0633975
11.6,0.0622375
11.8,0.0620165
12.0,0.0623495
12.2,0.0617605
12.4,0.0616635
12.6,0.0632075
12.8,0.0628245
13.0,0.0614755
13.2,0.0616015
13.4,0.0615305
13.6,0.0599555
13.8,0.0596655
14.0,0.0602235
14.2,0.0597705
14.4,0.0589075
14.6,0.0592975
14.8,0.0600245
15.0,0.0589745
15.2,0.0591415
15.4,0.0605355
15.6,0.0602055
15.8,0.0591705
16.0,0.0595825
16.2,0.0587715
16.4,0.0581585
16.6,0.0595535
16.8,0.0611155
17.0,0.0611485
17.2,0.0622665
17.4,0.0618205
17.6,0.0604035
17.8,0.0590255
18.0,0.0595835
18.2,0.0598955
18.4,0.0606295
18.6,0.0606635
18.8,0.0605385
19.0,0.0597535
19.2,0.0588495
19.4,0.0582955
19.6,0.0580225
19.8,0.0585505
20.0,0.0578835
20.2,0.0579535
20.4,0.0569735
20.6,0.0572425
20.8,0.0561815
21.0,0.0559645
21.2,0.0567845
21.4,0.0572235
21.6,0.0572675
21.8,0.0572495
22.0,0.0574665
22.2,0.0563515
22.4,0.0569715
22.6,0.0558885
22.8,0.0570605
23.0,0.0570235
23.2,0.0565735
23.4,0.0553995
23.6,0.0552985
23.8,0.0545395
24.0,0.0556635
24.2,0.0566645
24.4,0.0571585
24.6,0.0590375
24.8,0.0593355
25.0,0.0578065
25.2,0.0570195
25.4,0.0567325
25.6,0.0548355
25.8,0.0540795
26.0,0.0548415
26.2,0.0547535
26.4,0.0552345
26.6,0.0561065
26.8,0.0565665
27.0,0.0561665
27.2,0.0564085
27.4,0.0562685
27.6,0.0559555
27.8,0.0554855
28.0,0.0555915
28.2,0.0555575
28.4,0.0557545
28.6,0.0556795
28.8,0.0562425
29.0,0.0559965
29.2,0.0563395
29.4,0.0563855
29.6,0.0550725
29.8,0.0553275
30.0,0.0560715
30.2,0.0557585
30.4,0.0546105
30.6,0.0548745
30.8,0.0547525
31.0,0.0543245
31.2,0.0539595
31.4,0.0543415
31.6,0.0549325
31.8,0.0545585
32.0,0.0548335
32.2,0.0548155
32.4,0.0549035
32.6,0.0549265
32.8,0.0544715
