Time (s),Binding (nm)
0.0,0.0338522
0.2,0.0339784
0.4,0.0339784
0.6,0.0346633
0.8,0.0350708
1.0,0.036154
1.2,0.0360833
1.4,0.0379954
1.6,0.0372509
1.8,0.037034
2.0,0.0359112
2.2,0.0362318
2.4,0.0354827
2.6,0.0354479
2.8,0.035829
3.0,0.0358392
3.2,0.0367322
3.4,0.0363192
3.6,0.0370226
3.8,0.0362581
4.0,0.0368391
4.2,0.035642
4.4,0.0365914
4.6,0.0355187
4.8,0.0353758
5.0,0.0348888
5.2,0.0354799
5.4,0.035116
5.6,0.0357587
5.8,0.0363295
6.0,0.0363397
6.2,0.0361132
6.4,0.0357536
6.6,0.036539
6.8,0.0365151
7.0,0.0366849
7.2,0.0358721
7.4,0.0353562
7.6,0.0346126
7.8,0.0338846
8.0,0.0335392
8.2,0.0347202
8.4,0.0356254
8.6,0.0355787
8.8,0.0362332
9.0,0.0368688
9.2,0.0363719
9.4,0.0354022
9.6,0.0343275
9.8,0.034244
10.0,0.033874
10.2,0.0340869
10.4,0.0344984
10.6,0.0349756
10.8,0.0345399
11.0,0.0351838
11.2,0.035376
11.4,0.0360842
11.6,0.0363198
11.8,0.0366292
12.0,0.0359111
12.2,0.0359132
12.4,0.0346657
12.6,0.0350146
12.8,0.0348343
13.0,0.0349591
13.2,0.0344956
13.4,0.0362047
13.6,0.036164
13.8,0.0363464
14.0,0.0366368
14.2,0.0367913
14.4,0.0350535
14.6,0.0344205
14.8,0.0343285
15.0,0.0338102
15.2,0.0336712
15.4,0.034687
15.6,0.0351806
15.8,0.0346211
16.0,0.0350206
16.2,0.035411
16.4,0.0344653
16.6,0.0338456
16.8,0.0334684
17.0,0.0339979
17.2,0.0339898
17.4,0.0343359
17.6,0.0350133
17.8,0.0355218
18.0,0.0346578
18.2,0.0344651
18.4,0.0351639
18.6,0.0351916
18.8,0.0354752
19.0,0.0355401
19.2,0.0354256
19.4,0.0358176
19.6,0.0362204
19.8,0.0365284
20.0,0.0357478
20.2,0.0358632
20.4,0.0354783
20.6,0.0341212
20.8,0.0348167
21.0,0.0356848
21.2,0.035633
21.4,0.0360874
21.6,0.0368588
21.8,0.0360207
22.0,0.0356226
22.2,0.0360648
22.4,0.0344484
22.6,0.0355002
22.8,0.0352484
23.0,0.0344449
23.2,0.0339628
23.4,0.0339651
23.6,0.0332232
23.8,0.0333199
24.0,0.0348502
24.2,0.034861
24.4,0.0364003
24.6,0.0354996
24.8,0.0355398
25.0,0.0354438
25.2,0.0357842
25.4,0.0345236
25.6,0.035237
25.8,0.0351893
26.0,0.0344434
26.2,0.0336288
26.4,0.0338737
26.6,0.0341758
26.8,0.0343479
27.0,0.0339592
27.2,0.0335637
27.4,0.0328804
27.6,0.031601
27.8,0.0319641
28.0,0.0325132
28.2,0.0331388
28.4,0.0337435
28.6,0.0338001
28.8,0.033987
29.0,0.0342632
29.2,0.034239
29.4,0.034372
29.6,0.035772
29.8,0.0351862
30.0,0.0348106
30.2,0.0351756
30.4,0.0350867
30.6,0.0340902
30.8,0.0341423
31.0,0.0344498
31.2,0.0338454
31.4,0.0346849
31.6,0.0347894
31.8,0.0336638
32.0,0.0342377
32.2,0.0340911
32.4,0.0324501
32.6,0.033986
32.8,0.0345152
33.0,0.0339083
33.2,0.0341659
33.4,0.0341856
33.6,0.0333143
33.8,0.0328784
34.0,0.0326799
34.2,0.0334418
34.4,0.0340396
34.6,0.0340426
34.8,0.0356691
35.0,0.0357981
35.2,0.0357659
35.4,0.0366393
35.6,0.0360696
35.8,0.0345061
36.0,0.0346894
36.2,0.0342922
36.4,0.0336376
36.6,0.0335601
36.8,0.0347148
37.0,0.0342903
37.2,0.0344414
37.4,0.0336135
37.6,0.0342865
37.8,0.0335463
38.0,0.0337884
38.2,0.0337698
38.4,0.0343546
38.6,0.0340089
38.8,0.0345295
39.0,0.0350194
39.2,0.0338977
39.4,0.0345413
39.6,0.034183
39.8,0.0338646
40.0,0.0337559
40.2,0.0342928
40.4,0.0340042
40.6,0.034631
40.8,0.0348735
41.0,0.0336528
41.2,0.0342614
41.4,0.033835
41.6,0.033021
41.8,0.0334705
42.0,0.0345417
42.2,0.0338496
42.4,0.0341069
42.6,0.0340618
42.8,0.0331693
43.0,0.0331956
43.2,0.0331433
43.4,0.0327167
43.6,0.0334256
43.8,0.0344021
44.0,0.0336112
44.2,0.0342368
44.4,0.0347828
44.6,0.0345081
44.8,0.033662
45.0,0.0345855
45.2,0.0346343
45.4,0.0341223
45.6,0.033984
45.8,0.0347072
46.0,0.0340417
46.2,0.0333749
46.4,0.0339647
46.6,0.0342441
46.8,0.0327401
47.0,0.0327406
47.2,0.033438
47.4,0.0331867
47.6,0.032714
47.8,0.0332843
