Time (s),Binding (nm)
0.0,0.0
0.2,0.001364
0.4,-0.002997
0.6,0.003675
0.8,0.004451
1.0,0.00489
1.2,0.005262
1.4,0.007076
1.6,0.006734
1.8,0.00569
2.0,0.006955
2.2,0.007586
2.4,0.008339
2.6,0.009702
2.8,0.01139
3.0,0.010522
3.2,0.011362
3.4,0.012578
3.6,0.011834
3.8,0.010968
4.0,0.011727
4.2,0.011523
4.4,0.009814
4.6,0.010697
4.8,0.011815
5.0,0.012089
5.2,0.012392
5.4,0.013568
5.6,0.013728
5.8,0.015364
6.0,0.015211
6.2,0.016939
6.4,0.018345
6.6,0.019542
6.8,0.019161
7.0,0.020244
7.2,0.019879
7.4,0.019407
7.6,0.018563
7.8,0.019498
8.0,0.019474
8.2,0.019686
8.4,0.020145
8.6,0.021188
8.8,0.02066
9.0,0.021537
9.2,0.02242
9.4,0.023122
9.6,0.023027
9.8,0.023709
10.0,0.024548
10.2,0.024418
10.4,0.02433
10.6,0.025226
10.8,0.025322
11.0,0.024475
11.2,0.025103
11.4,0.025092
11.6,0.024931
11.8,0.024857
12.0,0.026258
12.2,0.025793
12.4,0.026563
12.6,0.026765
12.8,0.028103
13.0,0.027261
13.2,0.028307
13.4,0.027138
13.6,0.027292
13.8,0.026508
14.0,0.026598
14.2,0.026317
14.4,0.026891
14.6,0.026353
14.8,0.026223
15.0,0.027451
15.2,0.027287
15.4,0.028607
15.6,0.029434
15.8,0.030699
16.0,0.030118
16.2,0.031838
16.4,0.031719
16.6,0.032245
16.8,0.032244
17.0,0.032666
17.2,0.031828
17.4,0.032245
17.6,0.032154
17.8,0.03145
18.0,0.032574
18.2,0.032481
18.4,0.031494
18.6,0.03253
18.8,0.0329
19.0,0.031704
19.2,0.032384
19.4,0.033599
19.6,0.033224
19.8,0.03295
20.0,0.033536
20.2,0.033898
20.4,0.034041
20.6,0.03469
20.8,0.03581
21.0,0.035589
21.2,0.034576
21.4,0.033853
21.6,0.033708
21.8,0.033198
22.0,0.034306
22.2,0.03431
22.4,0.035133
22.6,0.03434
22.8,0.035229
23.0,0.034045
23.2,0.035136
23.4,0.035279
23.6,0.036651
23.8,0.036355
24.0,0.037903
24.2,0.038751
24.4,0.03873
24.6,0.038069
24.8,0.038813
25.0,0.038493
25.2,0.038351
25.4,0.038601
25.6,0.039065
25.8,0.039595
26.0,0.039677
26.2,0.040381
26.4,0.041188
26.6,0.042101
26.8,0.041633
27.0,0.042605
27.2,0.043096
27.4,0.042822
27.6,0.041658
27.8,0.041872
28.0,0.041661
28.2,0.040565
28.4,0.040361
28.6,0.040912
28.8,0.041047
29.0,0.040919
29.2,0.040187
29.4,0.040164
29.6,0.040744
29.8,0.041095
30.0,0.041889
30.2,0.041805
30.4,0.042095
30.6,0.041734
30.8,0.042125
31.0,0.0422
31.2,0.043413
31.4,0.043912
31.6,0.044592
31.8,0.044315
32.0,0.044083
32.2,0.045007
32.4,0.04496
32.6,0.045129
32.8,0.045284
33.0,0.044298
33.2,0.044113
33.4,0.0446
33.6,0.044471
33.8,0.044028
34.0,0.04451
34.2,0.043427
34.4,0.042734
34.6,0.042197
34.8,0.041988
35.0,0.042793
35.2,0.043824
35.4,0.043894
35.6,0.045
35.8,0.045392
36.0,0.044998
36.2,0.045371
36.4,0.045809
36.6,0.045102
36.8,0.045809
37.0,0.046451
37.2,0.045623
37.4,0.045818
37.6,0.047045
37.8,0.047492
38.0,0.047483
38.2,0.047583
38.4,0.047734
38.6,0.04616
38.8,0.046295
39.0,0.04617
39.2,0.045772
39.4,0.046161
39.6,0.047728
39.8,0.046508
40.0,0.047312
40.2,0.048183
40.4,0.048137
40.6,0.047784
40.8,0.050074
41.0,0.049707
41.2,0.049549
41.4,0.049848
41.6,0.049608
41.8,0.048605
42.0,0.048755
42.2,0.049144
42.4,0.049257
42.6,0.04999
42.8,0.049523
43.0,0.050625
43.2,0.050754
43.4,0.050676
43.6,0.050458
43.8,0.050724
44.0,0.048669
44.2,0.048906
44.4,0.04925
44.6,0.050167
44.8,0.050002
45.0,0.05127
45.2,0.05146
45.4,0.04989
45.6,0.048555
45.8,0.049036
46.0,0.049897
46.2,0.050602
46.4,0.052521
46.6,0.052962
46.8,0.05337
47.0,0.052985
47.2,0.051371
47.4,0.050913
47.6,0.051285
47.8,0.051143
48.0,0.050737
48.2,0.051609
48.4,0.052675
48.6,0.052957
48.8,0.053677
49.0,0.054255
49.2,0.054826
49.4,0.054461
49.6,0.054332
49.8,0.054204
50.0,0.054235
50.2,0.053827
50.4,0.052872
50.6,0.052858
50.8,0.052881
51.0,0.051558
51.2,0.052366
51.4,0.052859
51.6,0.053878
51.8,0.053734
52.0,0.054116
52.2,0.053334
52.4,0.053861
52.6,0.053029
52.8,0.052785
53.0,0.053554
53.2,0.053794
53.4,0.052854
53.6,0.052732
53.8,0.053169
54.0,0.053684
54.2,0.053774
54.4,0.054481
54.6,0.055462
54.8,0.055717
55.0,0.056396
55.2,0.056224
55.4,0.056537
55.6,0.056086
55.8,0.056239
56.0,0.055858
56.2,0.055934
56.4,0.055795
56.6,0.056093
56.8,0.056401
57.0,0.055396
57.2,0.056069
57.4,0.056931
57.6,0.056712
57.8,0.056895
58.0,0.057531
58.2,0.056105
58.4,0.055644
58.6,0.055753
58.8,0.054514
59.0,0.054869
59.2,0.056239
59.4,0.054911
59.6,0.056362
59.8,0.057009
60.0,0.056698
60.2,0.056921
60.4,0.057613
60.6,0.056418
60.8,0.056656
61.0,0.058168
61.2,0.057724
61.4,0.058773
61.6,0.05842
61.8,0.059365
62.0,0.058084
62.2,0.058464
62.4,0.058627
62.6,0.058871
62.8,0.058187
63.0,0.058733
63.2,0.058755
63.4,0.058447
63.6,0.059612
63.8,0.058931
64.0,0.058934
64.2,0.059472
64.4,0.059406
64.6,0.058793
64.8,0.059165
