Time (s),Binding (nm)
0.0,0.0
0.2,-0.001046
0.4,-0.001215
0.6,-0.000192
0.8,-0.000769
1.0,-0.000412
1.2,-0.000195
1.4,0.001315
1.6,0.001153
1.8,0.001526
2.0,0.001255
2.2,0.001689
2.4,0.000708
2.6,0.001358
2.8,0.002153
3.0,0.002479
3.2,0.002934
3.4,0.003292
3.6,0.003338
3.8,0.00333
4.0,0.004798
4.2,0.005046
4.4,0.004782
4.6,0.005633
4.8,0.00488
5.0,0.004678
5.2,0.005277
5.4,0.006248
5.6,0.006528
5.8,0.007642
6.0,0.007898
6.2,0.008281
6.4,0.008972
6.6,0.008979
6.8,0.009032
7.0,0.008802
7.2,0.008873
7.4,0.008711
7.6,0.008832
7.8,0.009092
8.0,0.009389
8.2,0.009419
8.4,0.010179
8.6,0.011043
8.8,0.011602
9.0,0.012688
9.2,0.013304
9.4,0.013172
9.6,0.012255
9.8,0.012508
10.0,0.011555
10.2,0.012031
10.4,0.01216
10.6,0.013438
10.8,0.013241
11.0,0.014548
11.2,0.014303
11.4,0.014715
11.6,0.01468
11.8,0.014565
12.0,0.014157
12.2,0.014161
12.4,0.014729
12.6,0.015081
12.8,0.015764
13.0,0.01549
13.2,0.015569
13.4,0.015117
13.6,0.014116
13.8,0.015152
14.0,0.016367
14.2,0.016348
14.4,0.017439
14.6,0.018258
14.8,0.017607
15.0,0.017217
15.2,0.017691
15.4,0.016327
15.6,0.016756
15.8,0.016607
16.0,0.016547
16.2,0.016908
16.4,0.018575
16.6,0.017673
16.8,0.016904
17.0,0.017602
17.2,0.017272
17.4,0.016669
17.6,0.017627
17.8,0.017841
18.0,0.017659
18.2,0.018331
18.4,0.018421
18.6,0.018833
18.8,0.020292
19.0,0.020393
19.2,0.019781
19.4,0.019787
19.6,0.019412
19.8,0.018592
20.0,0.017799
20.2,0.018091
20.4,0.018086
20.6,0.019579
20.8,0.020873
21.0,0.021623
21.2,0.022472
21.4,0.022942
21.6,0.022345
21.8,0.022856
22.0,0.023772
22.2,0.022775
22.4,0.022628
22.6,0.023422
22.8,0.023222
23.0,0.022499
23.2,0.023338
23.4,0.022657
23.6,0.022093
23.8,0.020953
24.0,0.020639
24.2,0.02042
24.4,0.021808
24.6,0.022137
24.8,0.023125
25.0,0.024058
25.2,0.024514
25.4,0.024184
25.6,0.023278
25.8,0.023249
26.0,0.023293
26.2,0.022688
26.4,0.023092
26.6,0.023713
26.8,0.024347
27.0,0.0243
27.2,0.025995
27.4,0.025784
27.6,0.026302
27.8,0.025975
28.0,0.026677
28.2,0.024763
28.4,0.025692
28.6,0.025439
28.8,0.025969
29.0,0.025453
29.2,0.026284
29.4,0.026077
29.6,0.025539
29.8,0.024821
30.0,0.025844
30.2,0.027099
30.4,0.026906
30.6,0.027953
30.8,0.02747
31.0,0.027485
31.2,0.026701
31.4,0.02769
31.6,0.028823
31.8,0.030317
32.0,0.030098
32.2,0.030574
32.4,0.029986
32.6,0.028552
32.8,0.028454
33.0,0.029272
33.2,0.02899
33.4,0.02903
33.6,0.029242
33.8,0.029304
34.0,0.027789
34.2,0.028654
34.4,0.029229
34.6,0.029087
34.8,0.028176
35.0,0.029111
35.2,0.028363
35.4,0.028026
35.6,0.028067
35.8,0.028554
36.0,0.028735
36.2,0.028123
36.4,0.02785
36.6,0.028037
36.8,0.028331
37.0,0.028536
37.2,0.030003
37.4,0.029963
37.6,0.029656
37.8,0.029038
38.0,0.029072
38.2,0.028093
38.4,0.028204
38.6,0.02797
38.8,0.029522
39.0,0.029079
39.2,0.029728
39.4,0.03029
39.6,0.032025
39.8,0.031145
40.0,0.031693
40.2,0.031404
40.4,0.031553
40.6,0.030161
40.8,0.03004
41.0,0.030129
41.2,0.030333
41.4,0.030557
41.6,0.031124
41.8,0.03199
42.0,0.03219
42.2,0.03241
42.4,0.031685
42.6,0.032006
42.8,0.031458
43.0,0.03103
43.2,0.031245
43.4,0.031703
43.6,0.032594
43.8,0.033231
44.0,0.032652
44.2,0.032418
44.4,0.032443
44.6,0.032258
44.8,0.032034
45.0,0.032832
45.2,0.032858
45.4,0.032698
45.6,0.032026
45.8,0.032342
46.0,0.032963
46.2,0.033642
46.4,0.033874
46.6,0.03431
46.8,0.034582
47.0,0.034103
47.2,0.034274
47.4,0.034397
47.6,0.034491
47.8,0.033567
48.0,0.033658
48.2,0.032774
48.4,0.032942
48.6,0.032125
48.8,0.033051
49.0,0.032781
49.2,0.032894
49.4,0.033536
49.6,0.034179
49.8,0.034181
50.0,0.034412
50.2,0.035358
50.4,0.035622
50.6,0.036284
50.8,0.035141
51.0,0.035462
51.2,0.034877
51.4,0.034261
51.6,0.033999
51.8,0.035143
52.0,0.035776
52.2,0.036186
52.4,0.035416
52.6,0.035683
52.8,0.035262
53.0,0.035199
53.2,0.034771
53.4,0.035872
53.6,0.035183
53.8,0.036487
54.0,0.035337
54.2,0.036139
54.4,0.037006
54.6,0.037373
54.8,0.035958
55.0,0.036974
55.2,0.036027
55.4,0.034484
55.6,0.034864
55.8,0.035379
56.0,0.034846
56.2,0.035037
56.4,0.03496
56.6,0.035509
56.8,0.035747
57.0,0.036074
57.2,0.037013
57.4,0.037919
57.6,0.037755
57.8,0.038079
58.0,0.03858
58.2,0.037557
58.4,0.037176
58.6,0.037103
58.8,0.036571
59.0,0.036373
59.2,0.038081
59.4,0.037915
59.6,0.037494
59.8,0.039116
60.0,0.038583
60.2,0.038965
60.4,0.03872
60.6,0.039335
60.8,0.038187
61.0,0.039145
61.2,0.038976
61.4,0.04003
61.6,0.040949
61.8,0.04136
62.0,0.040811
62.2,0.040367
62.4,0.039806
62.6,0.03866
62.8,0.038849
63.0,0.038348
63.2,0.038035
63.4,0.037766
63.6,0.037226
63.8,0.037119
64.0,0.037915
64.2,0.037856
64.4,0.037985
64.6,0.039133
64.8,0.038795
65.0,0.038105
65.2,0.038138
65.4,0.038958
65.6,0.0385
65.8,0.03971
66.0,0.040795
66.2,0.041857
66.4,0.040705
66.6,0.041866
66.8,0.040805
67.0,0.040781
67.2,0.040459
67.4,0.04189
67.6,0.0411
67.8,0.040817
68.0,0.041094
68.2,0.041931
68.4,0.041176
68.6,0.041628
68.8,0.041561
69.0,0.041091
69.2,0.040547
69.4,0.040663
69.6,0.040948
69.8,0.04142
70.0,0.041321
70.2,0.041075
70.4,0.040473
70.6,0.039955
70.8,0.040467
71.0,0.040843
71.2,0.040859
71.4,0.041977
71.6,0.042579
71.8,0.042206
72.0,0.04273
72.2,0.043686
72.4,0.043237
72.6,0.042292
72.8,0.042152
73.0,0.041851
73.2,0.040977
73.4,0.040993
73.6,0.04158
73.8,0.040864
74.0,0.040667
74.2,0.040329
74.4,0.041787
74.6,0.040843
74.8,0.042904
75.0,0.043304
75.2,0.045308
75.4,0.044669
75.6,0.044869
75.8,0.043826
76.0,0.043627
76.2,0.041441
76.4,0.042168
76.6,0.042675
76.8,0.042991
77.0,0.042729
77.2,0.043799
77.4,0.043673
77.6,0.044695
77.8,0.0451
78.0,0.045388
78.2,0.045303
78.4,0.045309
78.6,0.044028
78.8,0.044277
79.0,0.044209
79.2,0.044082
79.4,0.043424
79.6,0.043817
79.8,0.042539
80.0,0.043381
80.2,0.042924
80.4,0.042857
80.6,0.0435
80.8,0.045217
81.0,0.043778
81.2,0.044845
81.4,0.04475
81.6,0.044131
81.8,0.043502
82.0,0.044515
82.2,0.043951
82.4,0.044539
82.6,0.044897
82.8,0.044508
83.0,0.043494
83.2,0.043598
83.4,0.043439
83.6,0.043895
83.8,0.043331
84.0,0.044216
84.2,0.044947
84.4,0.044695
84.6,0.043708
84.8,0.04535
85.0,0.044734
85.2,0.044227
85.4,0.04476
85.6,0.046049
85.8,0.045147
86.0,0.046667
86.2,0.047747
86.4,0.047484
86.6,0.046916
86.8,0.047193
87.0,0.045842
87.2,0.044235
87.4,0.044589
87.6,0.043611
87.8,0.043703
88.0,0.044491
88.2,0.044702
88.4,0.043956
88.6,0.04553
88.8,0.045818
89.0,0.046211
89.2,0.047336
89.4,0.047258
89.6,0.047377
89.8,0.047324
90.0,0.047288
90.2,0.046969
90.4,0.046994
90.6,0.0466
90.8,0.04614
91.0,0.046299
91.2,0.04588
91.4,0.046785
91.6,0.04708
91.8,0.047494
92.0,0.046356
92.2,0.047667
92.4,0.048971
92.6,0.047991
92.8,0.04818
93.0,0.049151
93.2,0.04843
93.4,0.047402
93.6,0.047394
93.8,0.04741
94.0,0.047391
94.2,0.048044
94.4,0.04744
94.6,0.047976
94.8,0.048369
95.0,0.04724
95.2,0.045811
95.4,0.046225
95.6,0.047471
95.8,0.047035
96.0,0.048869
96.2,0.048405
96.4,0.048981
96.6,0.048132
96.8,0.048477
97.0,0.048051
97.2,0.04863
97.4,0.047368
97.6,0.047349
97.8,0.047518
98.0,0.047626
98.2,0.046537
98.4,0.048254
98.6,0.048092
98.8,0.047895
99.0,0.047847
99.2,0.049022
99.4,0.047819
99.6,0.047725
99.8,0.047898
100.0,0.047612
100.2,0.048171
100.4,0.048913
100.6,0.048905
100.8,0.04873
101.0,0.048345
101.2,0.047755
101.4,0.048145
101.6,0.049164
101.8,0.048786
102.0,0.049548
102.2,0.049155
102.4,0.048681
102.6,0.047924
102.8,0.047284
103.0,0.046606
103.2,0.048178
103.4,0.048604
103.6,0.048618
103.8,0.050261
104.0,0.050704
104.2,0.049656
104.4,0.049585
104.6,0.050065
104.8,0.0486
105.0,0.04887
105.2,0.048703
105.4,0.048418
105.6,0.047774
105.8,0.050124
106.0,0.049581
106.2,0.050263
106.4,0.050366
106.6,0.050438
106.8,0.049486
107.0,0.050965
107.2,0.050637
107.4,0.050482
107.6,0.050979
107.8,0.050268
108.0,0.049453
108.2,0.04927
108.4,0.049817
108.6,0.049597
108.8,0.050073
109.0,0.049472
109.2,0.050305
109.4,0.050746
109.6,0.049986
109.8,0.049862
110.0,0.051383
110.2,0.051433
110.4,0.050684
110.6,0.051528
110.8,0.051911
111.0,0.051016
111.2,0.05068
111.4,0.051387
111.6,0.051681
111.8,0.051643
112.0,0.051659
112.2,0.051984
112.4,0.052198
112.6,0.051576
112.8,0.051801
113.0,0.052161
113.2,0.051362
113.4,0.050908
113.6,0.051312
113.8,0.050783
114.0,0.050436
114.2,0.051211
114.4,0.051044
114.6,0.050999
114.8,0.050613
115.0,0.051254
115.2,0.052344
115.4,0.052454
115.6,0.052661
115.8,0.053127
116.0,0.053021
116.2,0.051611
116.4,0.051994
116.6,0.052618
116.8,0.05239
117.0,0.052018
117.2,0.051989
117.4,0.051899
117.6,0.050648
117.8,0.050563
118.0,0.050667
118.2,0.05125
118.4,0.051163
118.6,0.050868
118.8,0.051242
119.0,0.051384
119.2,0.051262
119.4,0.050665
119.6,0.051963
