Time (s),Binding (nm)
0.0,0.0
0.2,-0.002476
0.4,-6.7e-05
0.6,0.00065
0.8,0.001246
1.0,0.001324
1.2,0.003136
1.4,0.004059
1.6,0.004609
1.8,0.005018
2.0,0.005115
2.2,0.004431
2.4,0.003938
2.6,0.003869
2.8,0.003855
3.0,0.004058
3.2,0.003607
3.4,0.0029
3.6,0.00263
3.8,0.003198
4.0,0.002252
4.2,0.003464
4.4,0.003931
4.6,0.004844
4.8,0.004377
5.0,0.006285
5.2,0.005144
5.4,0.005921
5.6,0.005831
5.8,0.005709
6.0,0.004183
6.2,0.004109
6.4,0.00451
6.6,0.005206
6.8,0.005904
7.0,0.006966
7.2,0.007128
7.4,0.00651
7.6,0.005626
7.8,0.005638
8.0,0.004734
8.2,0.006525
8.4,0.007342
8.6,0.007067
8.8,0.007442
9.0,0.008426
9.2,0.007183
9.4,0.006344
9.6,0.006836
9.8,0.008097
10.0,0.007444
10.2,0.008099
10.4,0.009516
10.6,0.009803
10.8,0.008046
11.0,0.008556
11.2,0.00795
11.4,0.006675
11.6,0.006742
11.8,0.007571
12.0,0.007187
12.2,0.007203
12.4,0.007754
12.6,0.007143
12.8,0.008451
13.0,0.008365
13.2,0.009028
13.4,0.008474
13.6,0.009265
13.8,0.00716
14.0,0.007232
14.2,0.007554
14.4,0.008083
14.6,0.007721
14.8,0.008959
15.0,0.00929
15.2,0.008892
15.4,0.008188
15.6,0.00742
15.8,0.006693
16.0,0.007521
16.2,0.00714
16.4,0.008491
16.6,0.010201
16.8,0.010768
17.0,0.010123
17.2,0.01028
17.4,0.009329
17.6,0.008498
17.8,0.008332
18.0,0.007927
18.2,0.008027
18.4,0.008177
18.6,0.008349
18.8,0.008207
19.0,0.008485
19.2,0.009706
19.4,0.009917
19.6,0.008765
19.8,0.008857
20.0,0.009516
20.2,0.008647
20.4,0.00799
20.6,0.009288
20.8,0.00841
21.0,0.007944
21.2,0.007838
21.4,0.008284
21.6,0.008757
21.8,0.010188
22.0,0.010934
22.2,0.010882
22.4,0.01063
22.6,0.01029
22.8,0.008978
23.0,0.008746
23.2,0.008861
23.4,0.009463
23.6,0.009726
23.8,0.010271
24.0,0.010429
24.2,0.010027
24.4,0.009957
24.6,0.009079
24.8,0.009485
25.0,0.009951
25.2,0.010477
25.4,0.010624
25.6,0.010606
25.8,0.011775
26.0,0.010773
26.2,0.011084
26.4,0.011513
26.6,0.012832
26.8,0.010822
27.0,0.010289
27.2,0.010057
27.4,0.009335
27.6,0.009019
27.8,0.010917
28.0,0.011593
28.2,0.011481
28.4,0.011971
28.6,0.010895
28.8,0.010592
29.0,0.010855
29.2,0.01066
29.4,0.010475
29.6,0.011264
29.8,0.010719
30.0,0.010916
30.2,0.011604
30.4,0.011254
30.6,0.011944
30.8,0.011955
31.0,0.011633
31.2,0.011487
31.4,0.012189
31.6,0.011628
31.8,0.011406
32.0,0.012151
32.2,0.012035
32.4,0.012498
32.6,0.012428
32.8,0.012768
33.0,0.012296
33.2,0.01104
33.4,0.011506
33.6,0.011492
33.8,0.011999
34.0,0.011977
34.2,0.013065
34.4,0.011887
34.6,0.011153
34.8,0.011024
35.0,0.01191
35.2,0.012457
35.4,0.012316
35.6,0.012744
35.8,0.011902
36.0,0.010165
36.2,0.01052
36.4,0.010527
36.6,0.010325
36.8,0.010187
37.0,0.011214
37.2,0.012014
37.4,0.012481
37.6,0.012533
37.8,0.012358
38.0,0.012019
38.2,0.010864
38.4,0.010343
38.6,0.010373
38.8,0.011602
39.0,0.011045
39.2,0.011919
39.4,0.012506
39.6,0.013948
39.8,0.013782
40.0,0.014268
40.2,0.013805
40.4,0.013495
40.6,0.013678
40.8,0.014922
41.0,0.014765
41.2,0.014177
41.4,0.014797
41.6,0.014257
41.8,0.012926
42.0,0.013531
42.2,0.01403
42.4,0.013565
42.6,0.01274
42.8,0.012713
43.0,0.012619
43.2,0.012943
43.4,0.01251
43.6,0.01268
43.8,0.013527
44.0,0.013732
44.2,0.012745
44.4,0.012925
44.6,0.013406
44.8,0.011699
45.0,0.01168
45.2,0.011635
45.4,0.011501
45.6,0.011714
45.8,0.013046
46.0,0.013948
46.2,0.015
46.4,0.015839
46.6,0.015742
46.8,0.015818
47.0,0.016016
47.2,0.015804
47.4,0.015692
47.6,0.014303
47.8,0.014422
48.0,0.012218
