Time (s),Binding (nm)
0.0,0.0
0.2,0.002943
0.4,-0.00053
0.6,-0.00106
0.8,0.000817
1.0,0.000913
1.2,0.00081
1.4,0.001908
1.6,0.002507
1.8,0.002052
2.0,0.001338
2.2,0.001668
2.4,0.002038
2.6,0.002956
2.8,0.003572
3.0,0.005256
3.2,0.006587
3.4,0.00738
3.6,0.007083
3.8,0.007626
4.0,0.008137
4.2,0.007093
4.4,0.00705
4.6,0.007516
4.8,0.008111
5.0,0.007974
5.2,0.008323
5.4,0.008371
5.6,0.008494
5.8,0.008593
6.0,0.007813
6.2,0.008449
6.4,0.009278
6.6,0.009851
6.8,0.010569
7.0,0.012197
7.2,0.012618
7.4,0.012474
7.6,0.012747
7.8,0.011994
8.0,0.010916
8.2,0.010859
8.4,0.01092
8.6,0.010937
8.8,0.011652
9.0,0.012769
9.2,0.012313
9.4,0.013222
9.6,0.013409
9.8,0.013415
10.0,0.013739
10.2,0.014902
10.4,0.014787
10.6,0.015658
10.8,0.016581
11.0,0.016586
11.2,0.016443
11.4,0.016999
11.6,0.01591
11.8,0.01539
12.0,0.016149
12.2,0.01605
12.4,0.014749
12.6,0.015507
12.8,0.016318
13.0,0.015319
13.2,0.015094
13.4,0.016116
13.6,0.017518
13.8,0.018217
14.0,0.01913
14.2,0.019072
14.4,0.01917
14.6,0.018514
14.8,0.017915
15.0,0.017546
15.2,0.017627
15.4,0.018723
15.6,0.018539
15.8,0.018161
16.0,0.018896
16.2,0.020323
16.4,0.019388
16.6,0.019315
16.8,0.020075
17.0,0.020226
17.2,0.020333
17.4,0.020866
17.6,0.021166
17.8,0.020984
18.0,0.020578
18.2,0.020742
18.4,0.020578
18.6,0.019976
18.8,0.020101
19.0,0.021543
19.2,0.021271
19.4,0.022061
19.6,0.0239197
19.8,0.0249623
20.0,0.025568
20.2,0.0260691
20.4,0.0263719
20.6,0.0255221
20.8,0.0258963
21.0,0.0254794
21.2,0.025177
21.4,0.0250856
21.6,0.0261883
21.8,0.0252262
22.0,0.0245611
22.2,0.0252593
22.4,0.0253705
22.6,0.0253994
22.8,0.0257716
23.0,0.0267668
23.2,0.0267898
23.4,0.026588
23.6,0.0262309
23.8,0.0268137
24.0,0.0263822
24.2,0.0274644
24.4,0.0278094
24.6,0.0287459
24.8,0.0280351
25.0,0.0270632
25.2,0.0272613
25.4,0.0271813
25.6,0.0268628
25.8,0.0275523
26.0,0.0299051
26.2,0.0301511
26.4,0.0302727
26.6,0.0304192
26.8,0.0307645
27.0,0.030349
27.2,0.0296536
27.4,0.0301422
27.6,0.0305393
27.8,0.0306778
28.0,0.0300094
28.2,0.0297099
28.4,0.0302618
28.6,0.0297824
28.8,0.0300804
29.0,0.0302524
29.2,0.0313447
29.4,0.0307074
29.6,0.0313986
29.8,0.0315835
30.0,0.0318909
30.2,0.031545
30.4,0.0310995
30.6,0.0312376
30.8,0.0322591
31.0,0.0331513
